Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,Thrust (N),Thrust (lb),Mass (kg),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (m),Altitude (ft),Distance (ft)
16.57028,S,16.57028,1.38237,0,0.3656597,0,0,12.77292981,28.15949,40.11683,0,58.62223,75.94298,3.384208,-77.88648879,-77.88648879,-0.000121146,1337.429406,1337.429406,0.003537338,89.99985,89.99985,9624.782376,31577.37,0.07222135
16.58028,S,16.58028,1.381566,0,0.3657754,0,0,12.77292981,28.15949,40.06271,0,58.62223,75.9464,3.384876,-77.82466188,-77.82466188,-0.000121011,1336.651159,1336.651159,0.003536127,89.99985,89.99985,9628.857552,31590.74,0.07225672
16.59028,S,16.59028,1.380762,0,0.3658913,0,0,12.77292981,28.15949,40.00867,0,58.62223,75.94997,3.385575,-77.76291942,-77.76291942,-0.000120877,1335.87353,1335.87353,0.003534919,89.99985,89.99985,9632.92968,31604.1,0.07229207
16.60028,S,16.60028,1.379958,0,0.3660073,0,0,12.77292981,28.15949,39.95475,0,58.62223,75.95377,3.386316,-77.70129815,-77.70129815,-0.000120743,1335.096517,1335.096517,0.003533711,89.99985,89.99985,9636.99876,31617.45,0.07232742
16.61028,S,16.61028,1.379156,0,0.3661231,0,0,12.77292981,28.15949,39.90089,0,58.62223,75.95773,3.387091,-77.63977026,-77.63977026,-0.000120609,1334.320119,1334.320119,0.003532505,89.99985,89.99985,9641.064792,31630.79,0.07236275
16.62029,S,16.62029,1.378354,0,0.366239,0,0,12.77292981,28.15949,39.84713,0,58.62223,75.96192,3.38791,-77.57833972,-77.57833972,-0.000120476,1333.544336,1333.544336,0.0035313,89.99985,89.99985,9645.130824,31644.13,0.07239807
16.63029,S,16.63029,1.377552,0,0.366355,0,0,12.77292981,28.15949,39.79346,0,58.62223,75.96629,3.388764,-77.51702442,-77.51702442,-0.000120342,1332.769166,1332.769166,0.003530097,89.99985,89.99985,9649.193808,31657.46,0.07243337
16.64029,S,16.64029,1.376752,0,0.3664708,0,0,12.77292981,28.15949,39.73986,0,58.62223,75.97086,3.389655,-77.45577369,-77.45577369,-0.000120209,1331.994608,1331.994608,0.003528895,89.99985,89.99985,9653.253744,31670.78,0.07246867
16.65029,S,16.65029,1.375951,0,0.3665868,0,0,12.77292981,28.15949,39.68637,0,58.62223,75.97564,3.39059,-77.39467496,-77.39467496,-0.000120076,1331.220661,1331.220661,0.003527694,89.99985,89.99985,9657.310632,31684.09,0.07250395
16.66029,S,16.66029,1.375152,0,0.3667027,0,0,12.77292981,28.15949,39.63296,0,58.62223,75.98063,3.391565,-77.33364179,-77.33364179,-0.000119944,1330.447325,1330.447325,0.003526495,89.99985,89.99985,9661.364472,31697.39,0.07253923
16.67029,S,16.67029,1.374353,0,0.3668186,0,0,12.77292981,28.15949,39.57964,0,58.62223,75.98582,3.39258,-77.27272783,-77.27272783,-0.000119811,1329.674597,1329.674597,0.003525297,89.99985,89.99985,9665.418312,31710.69,0.07257448
16.68029,S,16.68029,1.373555,0,0.3669346,0,0,12.77292981,28.15949,39.5264,0,58.62223,75.99125,3.39364,-77.21188837,-77.21188837,-0.000119679,1328.902479,1328.902479,0.0035241,89.99985,89.99985,9669.469104,31723.98,0.07260973
16.69029,S,16.69029,1.372757,0,0.3670506,0,0,12.77292981,28.15949,39.47326,0,58.62223,75.99688,3.39474,-77.15117806,-77.15117806,-0.000119547,1328.130967,1328.130967,0.003522904,89.99985,89.99985,9673.516848,31737.26,0.07264496
16.70029,S,16.70029,1.37196,0,0.3671665,0,0,12.77292981,28.15949,39.4202,0,58.62223,76.00272,3.39588,-77.09055616,-77.09055616,-0.000119415,1327.360061,1327.360061,0.00352171,89.99985,89.99985,9677.564592,31750.54,0.07268019
16.71029,S,16.71029,1.371164,0,0.3672825,0,0,12.77292981,28.15949,39.36722,0,58.62223,76.00877,3.397062,-77.03002168,-77.03002168,-0.000119283,1326.589761,1326.589761,0.003520517,89.99985,89.99985,9681.60624,31763.8,0.0727154
16.72029,S,16.72029,1.370368,0,0.3673985,0,0,12.77292981,28.15949,39.31434,0,58.62223,76.01506,3.398292,-76.96960144,-76.96960144,-0.000119152,1325.820065,1325.820065,0.003519326,89.99985,89.99985,9685.647888,31777.06,0.0727506
16.73029,S,16.73029,1.369573,0,0.3675145,0,0,12.77292981,28.15949,39.26154,0,58.62223,76.02158,3.399565,-76.90927956,-76.90927956,-0.000119021,1325.050972,1325.050972,0.003518136,89.99985,89.99985,9689.686488,31790.31,0.07278579
16.74029,S,16.74029,1.368779,0,0.3676305,0,0,12.77292981,28.15949,39.20882,0,58.62223,76.02831,3.400882,-76.84903714,-76.84903714,-0.00011889,1324.282482,1324.282482,0.003516947,89.99985,89.99985,9693.72204,31803.55,0.07282096
16.75029,S,16.75029,1.367985,0,0.3677465,0,0,12.77292981,28.15949,39.1562,0,58.62223,76.03527,3.402241,-76.78891691,-76.78891691,-0.000118759,1323.514593,1323.514593,0.003515759,89.99985,89.99985,9697.757592,31816.79,0.07285613
16.76029,S,16.76029,1.367192,0,0.3678625,0,0,12.77292981,28.15949,39.10366,0,58.62223,76.04248,3.40365,-76.72887815,-76.72887815,-0.000118628,1322.747304,1322.747304,0.003514573,89.99985,89.99985,9701.787048,31830.01,0.07289128
16.77029,S,16.77029,1.366399,0,0.3679786,0,0,12.77292981,28.15949,39.05121,0,58.62223,76.04992,3.405103,-76.66895859,-76.66895859,-0.000118498,1321.980614,1321.980614,0.003513388,89.99985,89.99985,9705.816504,31843.23,0.07292642
16.78029,S,16.78029,1.365607,0,0.3680947,0,0,12.77292981,28.15949,38.99885,0,58.62223,76.05759,3.406603,-76.60912546,-76.60912546,-0.000118368,1321.214523,1321.214523,0.003512204,89.99985,89.99985,9709.84596,31856.45,0.07296155
16.79029,S,16.79029,1.364815,0,0.3682109,0,0,12.77292981,28.15949,38.94656,0,58.62223,76.06551,3.40815,-76.54938372,-76.54938372,-0.000118238,1320.449029,1320.449029,0.003511022,89.99985,89.99985,9713.86932,31869.65,0.07299666
16.80029,S,16.80029,1.364025,0,0.3683268,0,0,12.77292981,28.15949,38.89436,0,58.62223,76.07367,3.409744,-76.48973735,-76.48973735,-0.000118108,1319.684132,1319.684132,0.003509841,89.99985,89.99985,9717.89268,31882.85,0.07303177
16.81029,S,16.81029,1.363235,0,0.3684429,0,0,12.77292981,28.15949,38.84224,0,58.62223,76.08207,3.411385,-76.4301933,-76.4301933,-0.000117979,1318.91983,1318.91983,0.003508661,89.99985,89.99985,9721.912992,31896.04,0.07306686
16.82029,S,16.82029,1.362445,0,0.3685592,0,0,12.77292981,28.15949,38.79023,0,58.62223,76.09074,3.41308,-76.37076847,-76.37076847,-0.000117849,1318.156122,1318.156122,0.003507482,89.99985,89.99985,9725.930256,31909.22,0.07310194
16.83029,S,16.83029,1.361656,0,0.3686753,0,0,12.77292981,28.15949,38.73829,0,58.62223,76.09964,3.414818,-76.31142012,-76.31142012,-0.00011772,1317.393008,1317.393008,0.003506305,89.99985,89.99985,9729.944472,31922.39,0.07313701
16.84029,S,16.84029,1.360868,0,0.3687914,0,0,12.77292981,28.15949,38.68644,0,58.62223,76.10882,3.416611,-76.25217608,-76.25217608,-0.000117591,1316.630487,1316.630487,0.003505129,89.99985,89.99985,9733.958688,31935.56,0.07317206
16.85029,S,16.85029,1.36008,0,0.3689076,0,0,12.77292981,28.15949,38.63467,0,58.62223,76.11823,3.41845,-76.19302542,-76.19302542,-0.000117462,1315.868556,1315.868556,0.003503955,89.99985,89.99985,9737.969856,31948.72,0.07320711
16.86029,S,16.86029,1.359293,0,0.3690238,0,0,12.77292981,28.15949,38.58298,0,58.62223,76.12791,3.420342,-76.1339602,-76.1339602,-0.000117334,1315.107217,1315.107217,0.003502781,89.99985,89.99985,9741.977976,31961.87,0.07324214
16.87029,S,16.87029,1.358507,0,0.3691399,0,0,12.77292981,28.15949,38.53137,0,58.62223,76.13786,3.422286,-76.0749963,-76.0749963,-0.000117206,1314.346467,1314.346467,0.003501609,89.99985,89.99985,9745.983048,31975.01,0.07327717
16.88029,S,16.88029,1.357721,0,0.3692562,0,0,12.77292981,28.15949,38.47986,0,58.62223,76.14807,3.42428,-76.01614665,-76.01614665,-0.000117077,1313.586305,1313.586305,0.003500438,89.99985,89.99985,9749.98812,31988.15,0.07331218
16.89029,S,16.89029,1.356936,0,0.3693724,0,0,12.77292981,28.15949,38.42842,0,58.62223,76.15855,3.426329,-75.95736952,-75.95736952,-0.00011695,1312.826732,1312.826732,0.003499269,89.99985,89.99985,9753.990144,32001.28,0.07334717
16.90029,S,16.90029,1.356151,0,0.3694887,0,0,12.77292981,28.15949,38.37709,0,58.62223,76.16932,3.428432,-75.89870762,-75.89870762,-0.000116822,1312.067745,1312.067745,0.003498101,89.99985,89.99985,9757.98912,32014.4,0.07338216
16.91029,S,16.91029,1.355367,0,0.369605,0,0,12.77292981,28.15949,38.32582,0,58.62223,76.18034,3.430584,-75.84013711,-75.84013711,-0.000116694,1311.309343,1311.309343,0.003496934,89.99985,89.99985,9761.985048,32027.51,0.07341713
16.92029,S,16.92029,1.354584,0,0.3697212,0,0,12.77292981,28.15949,38.27464,0,58.62223,76.19164,3.432794,-75.78164906,-75.78164906,-0.000116567,1310.551527,1310.551527,0.003495768,89.99985,89.99985,9765.980976,32040.62,0.0734521
16.93029,S,16.93029,1.353801,0,0.3698376,0,0,12.77292981,28.15949,38.22354,0,58.62223,76.20323,3.435058,-75.72326631,-75.72326631,-0.00011644,1309.794294,1309.794294,0.003494604,89.99985,89.99985,9769.970808,32053.71,0.07348705
16.94029,S,16.94029,1.353019,0,0.3699539,0,0,12.77292981,28.15949,38.17254,0,58.62223,76.2151,3.437377,-75.66499879,-75.66499879,-0.000116313,1309.037644,1309.037644,0.003493441,89.99985,89.99985,9773.96064,32066.8,0.07352199
16.95029,S,16.95029,1.352237,0,0.3700703,0,0,12.77292981,28.15949,38.12161,0,58.62223,76.22726,3.439752,-75.60680976,-75.60680976,-0.000116186,1308.281576,1308.281576,0.003492279,89.99985,89.99985,9777.947424,32079.88,0.07355692
16.96029,S,16.96029,1.351456,0,0.3701867,0,0,12.77292981,28.15949,38.07078,0,58.62223,76.23971,3.442185,-75.54872503,-75.54872503,-0.00011606,1307.526089,1307.526089,0.003491118,89.99985,89.99985,9781.934208,32092.96,0.07359184
16.97029,S,16.97029,1.350675,0,0.3703031,0,0,12.77292981,28.15949,38.02002,0,58.62223,76.25246,3.444676,-75.49072971,-75.49072971,-0.000115934,1306.771182,1306.771182,0.003489959,89.99985,89.99985,9785.917944,32106.03,0.07362674
16.98029,S,16.98029,1.349896,0,0.3704194,0,0,12.77292981,28.15949,37.96933,0,58.62223,76.26549,3.447222,-75.43280889,-75.43280889,-0.000115807,1306.016853,1306.016853,0.003488801,89.99985,89.99985,9789.898632,32119.09,0.07366163
16.99029,S,16.99029,1.349116,0,0.370536,0,0,12.77292981,28.15949,37.91874,0,58.62223,76.27882,3.449826,-75.37501424,-75.37501424,-0.000115682,1305.263103,1305.263103,0.003487644,89.99985,89.99985,9793.876272,32132.14,0.07369652
17.00029,S,17.00029,1.348338,0,0.3706524,0,0,12.77292981,28.15949,37.86822,0,58.62223,76.29245,3.45249,-75.31728913,-75.31728913,-0.000115556,1304.50993,1304.50993,0.003486488,89.99985,89.99985,9797.853912,32145.19,0.07373139
17.01029,S,17.01029,1.34756,0,0.3707688,0,0,12.77292981,28.15949,37.81778,0,58.62223,76.30638,3.455212,-75.25965243,-75.25965243,-0.00011543,1303.757334,1303.757334,0.003485334,89.99985,89.99985,9801.825456,32158.22,0.07376625
17.02029,S,17.02029,1.346782,0,0.3708854,0,0,12.77292981,28.15949,37.76746,0,58.62223,76.32063,3.457996,-75.20215679,-75.20215679,-0.000115305,1303.005312,1303.005312,0.003484181,89.99985,89.99985,9805.797,32171.25,0.07380109
17.03029,S,17.03029,1.346005,0,0.371002,0,0,12.77292981,28.15949,37.7172,0,58.62223,76.33519,3.46084,-75.14473865,-75.14473865,-0.00011518,1302.253865,1302.253865,0.003483029,89.99985,89.99985,9809.768544,32184.28,0.07383593
17.04029,S,17.04029,1.345229,0,0.3711185,0,0,12.77292981,28.15949,37.667,0,58.62223,76.35005,3.463744,-75.08736818,-75.08736818,-0.000115055,1301.502991,1301.502991,0.003481879,89.99985,89.99985,9813.733992,32197.29,0.07387076
17.05029,S,17.05029,1.344454,0,0.371235,0,0,12.77292981,28.15949,37.6169,0,58.62223,76.36523,3.466709,-75.03012686,-75.03012686,-0.00011493,1300.75269,1300.75269,0.003480729,89.99985,89.99985,9817.69944,32210.3,0.07390557
17.0603,S,17.0603,1.343678,0,0.3713517,0,0,12.77292981,28.15949,37.56689,0,58.62223,76.38075,3.469743,-74.9729809,-74.9729809,-0.000114806,1300.00296,1300.00296,0.003479581,89.99985,89.99985,9821.66184,32223.3,0.07394037
17.0703,S,17.0703,1.342904,0,0.3714683,0,0,12.77292981,28.15949,37.51694,0,58.62223,76.39656,3.472831,-74.91591641,-74.91591641,-0.000114682,1299.253801,1299.253801,0.003478434,89.99985,89.99985,9825.621192,32236.29,0.07397516
17.0803,S,17.0803,1.34213,0,0.371585,0,0,12.77292981,28.15949,37.46709,0,58.62223,76.4127,3.475986,-74.85896318,-74.85896318,-0.000114557,1298.505212,1298.505212,0.003477289,89.99985,89.99985,9829.580544,32249.28,0.07400994
17.0903,S,17.0903,1.341357,0,0.3717016,0,0,12.77292981,28.15949,37.41732,0,58.62223,76.42918,3.479206,-74.80208942,-74.80208942,-0.000114434,1297.757191,1297.757191,0.003476145,89.99985,89.99985,9833.536848,32262.26,0.0740447
17.1003,S,17.1003,1.340584,0,0.3718184,0,0,12.77292981,28.15949,37.36762,0,58.62223,76.446,3.482491,-74.7452991,-74.7452991,-0.00011431,1297.009738,1297.009738,0.003475001,89.99985,89.99985,9837.490104,32275.23,0.07407946
17.1103,S,17.1103,1.339812,0,0.3719351,0,0,12.77292981,28.15949,37.31801,0,58.62223,76.46313,3.485839,-74.68861806,-74.68861806,-0.000114186,1296.262852,1296.262852,0.00347386,89.99985,89.99985,9841.440312,32288.19,0.0741142
17.1203,S,17.1203,1.33904,0,0.3720519,0,0,12.77292981,28.15949,37.26849,0,58.62223,76.48063,3.489257,-74.63202643,-74.63202643,-0.000114063,1295.516531,1295.516531,0.003472719,89.99985,89.99985,9845.387472,32301.14,0.07414894
17.1303,S,17.1303,1.338269,0,0.3721687,0,0,12.77292981,28.15949,37.21906,0,58.62223,76.49843,3.492735,-74.5755401,-74.5755401,-0.00011394,1294.770776,1294.770776,0.00347158,89.99985,89.99985,9849.334632,32314.09,0.07418366
17.1403,S,17.1403,1.337499,0,0.3722855,0,0,12.77292981,28.15949,37.16968,0,58.62223,76.5166,3.496286,-74.51912331,-74.51912331,-0.000113817,1294.025585,1294.025585,0.003470441,89.99985,89.99985,9853.278744,32327.03,0.07421837
17.1503,S,17.1503,1.336729,0,0.3724024,0,0,12.77292981,28.15949,37.1204,0,58.62223,76.5351,3.4999,-74.46281381,-74.46281381,-0.000113694,1293.280957,1293.280957,0.003469304,89.99985,89.99985,9857.219808,32339.96,0.07425307
17.1603,S,17.1603,1.33596,0,0.3725192,0,0,12.77292981,28.15949,37.07119,0,58.62223,76.55395,3.503582,-74.40659769,-74.40659769,-0.000113572,1292.536891,1292.536891,0.003468169,89.99985,89.99985,9861.160872,32352.89,0.07428776
17.1703,S,17.1703,1.335191,0,0.3726362,0,0,12.77292981,28.15949,37.02206,0,58.62223,76.57315,3.507334,-74.35045607,-74.35045607,-0.000113449,1291.793386,1291.793386,0.003467034,89.99985,89.99985,9865.098888,32365.81,0.07432243
17.1803,S,17.1803,1.334423,0,0.3727531,0,0,12.77292981,28.15949,36.97301,0,58.62223,76.5927,3.511155,-74.29440784,-74.29440784,-0.000113327,1291.050442,1291.050442,0.003465901,89.99985,89.99985,9869.033856,32378.72,0.0743571
17.1903,S,17.1903,1.333656,0,0.37287,0,0,12.77292981,28.15949,36.92405,0,58.62223,76.61261,3.515044,-74.23845894,-74.23845894,-0.000113205,1290.308057,1290.308057,0.003464769,89.99985,89.99985,9872.965776,32391.62,0.07439175
17.2003,S,17.2003,1.332889,0,0.372987,0,0,12.77292981,28.15949,36.87517,0,58.62223,76.63289,3.519006,-74.1826084,-74.18260839,-0.000113084,1289.566231,1289.566231,0.003463638,89.99985,89.99985,9876.897696,32404.52,0.0744264
17.2103,S,17.2103,1.332123,0,0.373104,0,0,12.77292981,28.15949,36.82636,0,58.62223,76.65352,3.523037,-74.12684427,-74.12684427,-0.000112962,1288.824963,1288.824963,0.003462508,89.99985,89.99985,9880.826568,32417.41,0.07446103
17.2203,S,17.2203,1.331357,0,0.3732211,0,0,12.77292981,28.15949,36.77763,0,58.62223,76.67455,3.527145,-74.07116261,-74.07116261,-0.000112841,1288.084251,1288.084251,0.00346138,89.99985,89.99985,9884.752392,32430.29,0.07449565
17.2303,S,17.2303,1.330592,0,0.3733382,0,0,12.77292981,28.15949,36.72898,0,58.62223,76.6959,3.531318,-74.01556737,-74.01556737,-0.000112719,1287.344096,1287.344096,0.003460253,89.99985,89.99985,9888.675168,32443.16,0.07453026
17.2403,S,17.2403,1.329827,0,0.3734554,0,0,12.77292981,28.15949,36.68044,0,58.62223,76.71765,3.535568,-73.96011319,-73.96011319,-0.000112598,1286.604495,1286.604495,0.003459127,89.99985,89.99985,9892.597944,32456.03,0.07456486
17.2503,S,17.2503,1.329063,0,0.3734586,0,0,12.77292981,28.15949,36.62077,0,58.62223,76.71758,3.535554,-73.89194236,-73.89194236,-0.000112443,1285.865575,1285.865575,0.003458002,89.99985,89.99985,9896.514624,32468.88,0.07459944
17.2603,S,17.2603,1.3283,0,0.3734593,0,0,12.77292981,28.15949,36.561,0,58.62223,76.71699,3.535438,-73.82365034,-73.82365034,-0.000112288,1285.127339,1285.127339,0.00345688,89.99985,89.99985,9900.434352,32481.74,0.07463402
17.2703,S,17.2703,1.327537,0,0.3734602,0,0,12.77292981,28.15949,36.50134,0,58.62223,76.71639,3.535322,-73.75549839,-73.75549839,-0.000112133,1284.389784,1284.389784,0.003455758,89.99985,89.99985,9904.347984,32494.58,0.07466858
17.2803,S,17.2803,1.326776,0,0.3734613,0,0,12.77292981,28.15949,36.44183,0,58.62223,76.7158,3.535205,-73.68752525,-73.68752525,-0.000111978,1283.652908,1283.652908,0.003454638,89.99985,89.99985,9908.261616,32507.42,0.07470313
17.2903,S,17.2903,1.326014,0,0.3734625,0,0,12.77292981,28.15949,36.38246,0,58.62223,76.7152,3.535089,-73.61968821,-73.61968821,-0.000111823,1282.916712,1282.916712,0.00345352,89.99985,89.99985,9912.1722,32520.25,0.07473767
17.3003,S,17.3003,1.325254,0,0.373464,0,0,12.77292981,28.15949,36.32322,0,58.62223,76.71461,3.534973,-73.55201806,-73.55201806,-0.000111669,1282.181191,1282.181191,0.003452404,89.99985,89.99985,9916.079736,32533.07,0.07477219
17.3103,S,17.3103,1.324494,0,0.3734656,0,0,12.77292981,28.15949,36.26413,0,58.62223,76.71401,3.534857,-73.48449593,-73.48449593,-0.000111515,1281.446346,1281.446346,0.003451288,89.99985,89.99985,9919.984224,32545.88,0.07480671
17.3203,S,17.3203,1.323735,0,0.3734673,0,0,12.77292981,28.15949,36.20517,0,58.62223,76.71342,3.534742,-73.41714069,-73.41714069,-0.000111362,1280.712175,1280.712175,0.003450175,89.99985,89.99985,9923.888712,32558.69,0.07484122
17.3303,S,17.3303,1.322977,0,0.3734693,0,0,12.77292981,28.15949,36.14633,0,58.62223,76.71282,3.534624,-73.34993348,-73.34993348,-0.000111209,1279.978676,1279.978676,0.003449063,89.99985,89.99985,9927.790152,32571.49,0.07487571
17.3403,S,17.3403,1.322219,0,0.3734714,0,0,12.77292981,28.15949,36.08764,0,58.62223,76.71223,3.534508,-73.28287626,-73.28287626,-0.000111056,1279.245847,1279.245847,0.003447952,89.99985,89.99985,9931.688544,32584.28,0.0749102
17.3503,S,17.3503,1.321462,0,0.3734737,0,0,12.77292981,28.15949,36.02908,0,58.62223,76.71164,3.534393,-73.21598097,-73.21598097,-0.000110904,1278.513687,1278.513687,0.003446843,89.99985,89.99985,9935.586936,32597.07,0.07494467
17.3603,S,17.3603,1.320706,0,0.3734761,0,0,12.77292981,28.15949,35.97065,0,58.62223,76.71104,3.534277,-73.14922476,-73.14922476,-0.000110752,1277.782195,1277.782195,0.003445736,89.99985,89.99985,9939.479232,32609.84,0.07497914
17.3703,S,17.3703,1.31995,0,0.3734788,0,0,12.77292981,28.15949,35.91237,0,58.62223,76.71046,3.534163,-73.08264737,-73.08264737,-0.0001106,1277.051369,1277.051369,0.00344463,89.99985,89.99985,9943.374576,32622.62,0.07501359
17.3803,S,17.3803,1.319195,0,0.3734816,0,0,12.77292981,28.15949,35.8542,0,58.62223,76.70987,3.534047,-73.01617726,-73.01617726,-0.000110449,1276.321207,1276.321207,0.003443525,89.99985,89.99985,9947.263824,32635.38,0.07504804
17.3903,S,17.3903,1.318441,0,0.3734846,0,0,12.77292981,28.15949,35.79617,0,58.62223,76.70927,3.533931,-72.94988795,-72.94988795,-0.000110298,1275.591708,1275.591708,0.003442422,89.99985,89.99985,9951.150024,32648.13,0.07508247
17.4003,S,17.4003,1.317687,0,0.3734877,0,0,12.77292981,28.15949,35.73828,0,58.62223,76.70868,3.533815,-72.88375362,-72.88375362,-0.000110147,1274.86287,1274.86287,0.003441321,89.99985,89.99985,9955.036224,32660.88,0.07511689
17.4103,S,17.4103,1.316934,0,0.3734911,0,0,12.77292981,28.15949,35.68052,0,58.62223,76.7081,3.533701,-72.81776035,-72.81776035,-0.000109997,1274.134693,1274.134693,0.003440221,89.99985,89.99985,9958.919376,32673.62,0.07515129
17.4203,S,17.4203,1.316182,0,0.3734946,0,0,12.77292981,28.15949,35.62289,0,58.62223,76.70751,3.533587,-72.75191509,-72.75191509,-0.000109847,1273.407174,1273.407174,0.003439122,89.99985,89.99985,9962.802528,32686.36,0.07518569
17.4303,S,17.4303,1.315431,0,0.3734983,0,0,12.77292981,28.15949,35.56538,0,58.62223,76.70692,3.53347,-72.68622879,-72.68622879,-0.000109697,1272.680311,1272.680311,0.003438025,89.99985,89.99985,9966.682632,32699.09,0.07522008
17.4403,S,17.4403,1.31468,0,0.3735021,0,0,12.77292981,28.15949,35.508,0,58.62223,76.70633,3.533355,-72.62067063,-72.62067063,-0.000109548,1271.954105,1271.954105,0.00343693,89.99985,89.99985,9970.55664,32711.8,0.07525446
17.4503,S,17.4503,1.31393,0,0.3735061,0,0,12.77292981,28.15949,35.45078,0,58.62223,76.70574,3.533241,-72.55528036,-72.55528036,-0.000109399,1271.228552,1271.228552,0.003435836,89.99985,89.99985,9974.433696,32724.52,0.07528882
17.4603,S,17.4603,1.31318,0,0.3735103,0,0,12.77292981,28.15949,35.39365,0,58.62223,76.70516,3.533127,-72.4900242,-72.4900242,-0.00010925,1270.503652,1270.503652,0.003434743,89.99985,89.99985,9978.304656,32737.22,0.07532317
17.4703,S,17.4703,1.312431,0,0.3735146,0,0,12.77292981,28.15949,35.33668,0,58.62223,76.70457,3.533013,-72.42493096,-72.42493096,-0.000109102,1269.779402,1269.779402,0.003433652,89.99985,89.99985,9982.175616,32749.92,0.07535751
17.4803,S,17.4803,1.311683,0,0.3735191,0,0,12.77292981,28.15949,35.27982,0,58.62223,76.70398,3.532896,-72.3599768,-72.3599768,-0.000108954,1269.055803,1269.055803,0.003432563,89.99985,89.99985,9986.043528,32762.61,0.07539184
17.4903,S,17.4903,1.310935,0,0.3735238,0,0,12.77292981,28.15949,35.22309,0,58.62223,76.7034,3.532783,-72.29517562,-72.29517562,-0.000108806,1268.332851,1268.332851,0.003431475,89.99985,89.99985,9989.908392,32775.29,0.07542616
17.50031,S,17.50031,1.310189,0,0.3735287,0,0,12.77292981,28.15949,35.1665,0,58.62223,76.70281,3.532668,-72.23051252,-72.23051252,-0.000108659,1267.610546,1267.610546,0.003430388,89.99985,89.99985,9993.773256,32787.97,0.07546047
17.51031,S,17.51031,1.309443,0,0.3735337,0,0,12.77292981,28.15949,35.11002,0,58.62223,76.70222,3.532553,-72.16599149,-72.16599149,-0.000108512,1266.888886,1266.888886,0.003429303,89.99985,89.99985,9997.635072,32800.64,0.07549477
17.52031,S,17.52031,1.308697,0,0.3735389,0,0,12.77292981,28.15949,35.05367,0,58.62223,76.70164,3.53244,-72.10162244,-72.10162244,-0.000108365,1266.16787,1266.16787,0.003428219,89.99985,89.99985,10001.49384,32813.3,0.07552905
17.53031,S,17.53031,1.307952,0,0.3735442,0,0,12.77292981,28.15949,34.99746,0,58.62223,76.70106,3.532326,-72.03738056,-72.03738056,-0.000108219,1265.447496,1265.447496,0.003427137,89.99985,89.99985,10005.34956,32825.95,0.07556333
17.54031,S,17.54031,1.307208,0,0.3735497,0,0,12.77292981,28.15949,34.94137,0,58.62223,76.70048,3.532212,-71.97330755,-71.97330755,-0.000108073,1264.727763,1264.727763,0.003426056,89.99985,89.99985,10009.20528,32838.6,0.0755976
17.55031,S,17.55031,1.306465,0,0.3735554,0,0,12.77292981,28.15949,34.8854,0,58.62223,76.69989,3.532097,-71.90936965,-71.90936965,-0.000107927,1264.008669,1264.008669,0.003424977,89.99985,89.99985,10013.05795,32851.24,0.07563186
17.56031,S,17.56031,1.305722,0,0.3735612,0,0,12.77292981,28.15949,34.82956,0,58.62223,76.69931,3.531984,-71.84556585,-71.84556585,-0.000107781,1263.290214,1263.290214,0.003423899,89.99985,89.99985,10016.91062,32863.88,0.0756661
17.57031,S,17.57031,1.30498,0,0.3735672,0,0,12.77292981,28.15949,34.77383,0,58.62223,76.69873,3.531871,-71.78189716,-71.78189716,-0.000107636,1262.572395,1262.572395,0.003422823,89.99985,89.99985,10020.7572,32876.5,0.07570034
17.58031,S,17.58031,1.304238,0,0.3735734,0,0,12.77292981,28.15949,34.71824,0,58.62223,76.69814,3.531756,-71.7183904,-71.7183904,-0.000107492,1261.855211,1261.855211,0.003421748,89.99985,89.99985,10024.60378,32889.12,0.07573456
17.59031,S,17.59031,1.303497,0,0.3735797,0,0,12.77292981,28.15949,34.66278,0,58.62223,76.69757,3.531644,-71.65502768,-71.65502768,-0.000107347,1261.13866,1261.13866,0.003420675,89.99985,89.99985,10028.4473,32901.73,0.07576877
17.60031,S,17.60031,1.302757,0,0.3735862,0,0,12.77292981,28.15949,34.60744,0,58.62223,76.69698,3.531529,-71.59179808,-71.59179808,-0.000107203,1260.422742,1260.422742,0.003419603,89.99985,89.99985,10032.29083,32914.34,0.07580297
17.61031,S,17.61031,1.302018,0,0.3735928,0,0,12.77292981,28.15949,34.5522,0,58.62223,76.6964,3.531416,-71.52868868,-71.52868868,-0.000107059,1259.707456,1259.707456,0.003418532,89.99985,89.99985,10036.12826,32926.93,0.07583716
17.62031,S,17.62031,1.301279,0,0.3735996,0,0,12.77292981,28.15949,34.49711,0,58.62223,76.69582,3.531303,-71.46575809,-71.46575809,-0.000106916,1258.992798,1258.992798,0.003417463,89.99985,89.99985,10039.9657,32939.52,0.07587134
17.63031,S,17.63031,1.30054,0,0.3736066,0,0,12.77292981,28.15949,34.44213,0,58.62223,76.69524,3.531189,-71.40294672,-71.40294672,-0.000106773,1258.278769,1258.278769,0.003416395,89.99985,89.99985,10043.80313,32952.11,0.07590551
