Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
13.0102,S,13.0102,1.685511,0,0.326605,0,0,28.15949,67.42078,0,58.62223,77.75156,3.737578,-109.075453335406,-109.075453335243,-0.000188522550054704,1664.05027057453,1664.05027056954,0.00407551174471741,89.99986,89.99986,26269.06,0.05874122
13.0202,S,13.0202,1.684532,0,0.326721,0,0,28.15949,67.31621,0,58.62223,77.7477,3.736824,-108.956019532357,-108.956019532194,-0.000188266481815696,1662.96071040356,1662.96071039857,0.00407362907994133,89.99986,89.99986,26285.69,0.05878197
13.0302,S,13.0302,1.683553,0,0.3268371,0,0,28.15949,67.21187,0,58.62223,77.74381,3.736064,-108.836885739359,-108.836885739197,-0.000188011023696065,1661.87234157049,1661.8723415655,0.00407174896974639,89.99986,89.99986,26302.31,0.0588227
13.0402,S,13.0402,1.682575,0,0.3269531,0,0,28.15949,67.10768,0,58.62223,77.7399,3.735299,-108.717889037048,-108.717889036886,-0.000187755863056998,1660.78516270442,1660.78516269943,0.00406987141115779,89.99986,89.99986,26318.92,0.0588634
13.0502,S,13.0502,1.681598,0,0.327069,0,0,28.15949,67.00372,0,58.62223,77.73598,3.734533,-108.599112871928,-108.599112871766,-0.00018750126137823,1659.69917159998,1659.69917159499,0.00406799639858592,89.99986,89.99986,26335.51,0.05890409
13.0602,S,13.0602,1.680622,0,0.3271848,0,0,28.15949,66.89996,0,58.62223,77.73203,3.733761,-108.480648637789,-108.480648637627,-0.000187247169395462,1658.61436513784,1658.61436513286,0.00406612392693382,89.99986,89.99986,26352.1,0.05894476
13.0702,S,13.0702,1.679648,0,0.3273005,0,0,28.15949,66.79634,0,58.62223,77.72806,3.732985,-108.362313547049,-108.362313546888,-0.00018699340520975,1657.53074202659,1657.53074202161,0.00406425399292352,89.99986,89.99986,26368.68,0.05898541
13.0802,S,13.0802,1.678674,0,0.3274162,0,0,28.15949,66.69296,0,58.62223,77.72407,3.732206,-108.244222835359,-108.244222835198,-0.000186740205668679,1656.44829982243,1656.44829981745,0.00406238659090857,89.99986,89.99986,26385.24,0.05902604
13.0902,S,13.0902,1.677701,0,0.3275318,0,0,28.15949,66.58979,0,58.62223,77.72005,3.73142,-108.126420212792,-108.126420212631,-0.000186487496875801,1655.36703564447,1655.36703563949,0.00406052171598149,89.99986,89.99986,26401.79,0.05906665
13.1002,S,13.1002,1.676729,0,0.3276474,0,0,28.15949,66.48685,0,58.62223,77.71602,3.730633,-108.008812298735,-108.008812298574,-0.000186235362201466,1654.28694754563,1654.28694754065,0.0040586593624011,89.99986,89.99986,26418.34,0.05910725
13.1102,S,13.1102,1.675758,0,0.3277629,0,0,28.15949,66.38405,0,58.62223,77.71196,3.72984,-107.891422935047,-107.891422934887,-0.000185983572377214,1653.2080333404,1653.20803333542,0.0040567995267189,89.99986,89.99986,26434.87,0.05914782
13.1202,S,13.1202,1.674788,0,0.3278783,0,0,28.15949,66.28146,0,58.62223,77.70788,3.729043,-107.774248148085,-107.774248147925,-0.000185732248669006,1652.13029088301,1652.13029087803,0.00405494220427372,89.99986,89.99986,26451.39,0.05918838
13.13021,S,13.13021,1.673819,0,0.3279937,0,0,28.15949,66.17902,0,58.62223,77.70378,3.728242,-107.657254161884,-107.657254161724,-0.0001854812679161,1651.05371836546,1651.05371836048,0.00405308739163602,89.99986,89.99986,26467.9,0.05922892
13.14021,S,13.14021,1.672851,0,0.328109,0,0,28.15949,66.07681,0,58.62223,77.69966,3.727437,-107.540518462482,-107.540518462322,-0.000185230823386124,1649.97831320486,1649.97831319989,0.00405123508344356,89.99986,89.99986,26484.4,0.05926944
13.15021,S,13.15021,1.671884,0,0.3282242,0,0,28.15949,65.9748,0,58.62223,77.69552,3.726628,-107.42401720802,-107.424017207861,-0.000184980918868639,1648.90407305679,1648.90407305182,0.00404938527429622,89.99986,89.99986,26500.89,0.05930994
13.16021,S,13.16021,1.670918,0,0.3283393,0,0,28.15949,65.87301,0,58.62223,77.69135,3.725812,-107.307750398501,-107.307750398342,-0.000184731516468032,1647.83099557679,1647.83099557182,0.00404753795917283,89.99986,89.99986,26517.37,0.05935043
13.17021,S,13.17021,1.669953,0,0.3284544,0,0,28.15949,65.77137,0,58.62223,77.68716,3.724996,-107.191704126173,-107.191704126014,-0.000184482451338385,1646.75907855949,1646.75907855452,0.00404569313470068,89.99986,89.99986,26533.83,0.0593909
13.18021,S,13.18021,1.668989,0,0.3285694,0,0,28.15949,65.66993,0,58.62223,77.68296,3.724174,-107.075800904994,-107.075800904836,-0.000184233867483028,1645.68832057437,1645.6883205694,0.00404385079606703,89.99986,89.99986,26550.29,0.05943134
13.19021,S,13.19021,1.668025,0,0.3286844,0,0,28.15949,65.56867,0,58.62223,77.67874,3.72335,-106.960193720225,-106.960193720067,-0.000183985717532444,1644.61871866108,1644.61871865611,0.00404201093893283,89.99986,89.99986,26566.73,0.05947177
13.20021,S,13.20021,1.667063,0,0.3287993,0,0,28.15949,65.46767,0,58.62223,77.67449,3.72252,-106.84479912536,-106.844799125202,-0.000183738170122114,1643.55027069371,1643.55027068874,0.00404017355727268,89.99986,89.99986,26583.17,0.05951219
13.21021,S,13.21021,1.666102,0,0.3289141,0,0,28.15949,65.3668,0,58.62223,77.67022,3.721685,-106.729595265364,-106.729595265206,-0.000183490984614892,1642.4829747649,1642.48297475994,0.00403833864746754,89.99986,89.99986,26599.6,0.05955258
13.22021,S,13.22021,1.665142,0,0.3290288,0,0,28.15949,65.26608,0,58.62223,77.66592,3.720845,-106.61460399527,-106.614603995113,-0.000183244123115165,1641.41682874878,1641.41682874382,0.00403650620627735,89.99986,89.99986,26616.01,0.05959295
13.23021,S,13.23021,1.664182,0,0.3291436,0,0,28.15949,65.1656,0,58.62223,77.66161,3.720003,-106.499805446867,-106.49980544671,-0.000182997814891394,1640.35183071812,1640.35183071316,0.00403467622816934,89.99986,89.99986,26632.41,0.05963331
13.24021,S,13.24021,1.663224,0,0.3292581,0,0,28.15949,65.0653,0,58.62223,77.65729,3.719158,-106.385267172085,-106.385267171928,-0.000182751968994106,1639.28797807018,1639.28797806522,0.00403284870852025,89.99986,89.99986,26648.81,0.05967365
13.25021,S,13.25021,1.662266,0,0.3293728,0,0,28.15949,64.96523,0,58.62223,77.65292,3.718305,-106.271005065496,-106.271005065339,-0.000182506668793652,1638.22526804328,1638.22526803832,0.00403102364187311,89.99986,89.99986,26665.19,0.05971397
13.26021,S,13.26021,1.66131,0,0.3294872,0,0,28.15949,64.86529,0,58.62223,77.64856,3.717453,-106.156802563553,-106.156802563397,-0.000182261671758105,1637.16370004137,1637.16370003641,0.00402920102519627,89.99986,89.99986,26681.56,0.05975427
13.27021,S,13.27021,1.660354,0,0.3296017,0,0,28.15949,64.76558,0,58.62223,77.64417,3.716594,-106.042915966235,-106.042915966079,-0.000182017201471585,1636.10327090541,1636.10327090045,0.00402738085322224,89.99986,89.99986,26697.92,0.05979455
13.28021,S,13.28021,1.6594,0,0.329716,0,0,28.15949,64.66606,0,58.62223,77.63975,3.715731,-105.929295603003,-105.929295602847,-0.000181773263618433,1635.04397797306,1635.0439779681,0.00402556312062668,89.99986,89.99986,26714.27,0.05983481
13.29021,S,13.29021,1.658446,0,0.3298303,0,0,28.15949,64.5667,0,58.62223,77.63531,3.714864,-105.815804383171,-105.815804383015,-0.000181529598613698,1633.98581995287,1633.98581994792,0.00402374782468112,89.99986,89.99986,26730.61,0.05987506
13.30021,S,13.30021,1.657493,0,0.3299446,0,0,28.15949,64.46755,0,58.62223,77.63085,3.713993,-105.702545621458,-105.702545621303,-0.000181286494464042,1632.92879452028,1632.92879451533,0.004021934959777,89.99986,89.99986,26746.94,0.05991529
13.31021,S,13.31021,1.656542,0,0.3300587,0,0,28.15949,64.36852,0,58.62223,77.62638,3.71312,-105.589451765933,-105.589451765778,-0.000181043661268021,1631.87290002622,1631.87290002127,0.00402012452320479,89.99986,89.99986,26763.26,0.0599555
13.32021,S,13.32021,1.655591,0,0.3301728,0,0,28.15949,64.26978,0,58.62223,77.62188,3.71224,-105.476685735962,-105.476685735807,-0.000180801542404314,1630.81813319244,1630.81813318749,0.00401831650782116,89.99986,89.99986,26779.57,0.05999569
13.33021,S,13.33021,1.654641,0,0.3302868,0,0,28.15949,64.17112,0,58.62223,77.61736,3.711356,-105.364019047068,-105.364019046913,-0.000180559567543937,1629.76449302552,1629.76449302057,0.00401651091218608,89.99986,89.99986,26795.87,0.06003587
13.34021,S,13.34021,1.653692,0,0.3304008,0,0,28.15949,64.07273,0,58.62223,77.61282,3.710469,-105.251614618616,-105.251614618462,-0.000180318301331532,1628.71197690286,1628.71197689791,0.00401470772921307,89.99986,89.99986,26812.15,0.06007602
13.35021,S,13.35021,1.652744,0,0.3305147,0,0,28.15949,63.97448,0,58.62223,77.60825,3.709578,-105.139416819604,-105.13941681945,-0.000180077304177982,1627.66058275817,1627.66058275322,0.00401290695621154,89.99986,89.99986,26828.43,0.06011616
13.36021,S,13.36021,1.651797,0,0.3306286,0,0,28.15949,63.87643,0,58.62223,77.60367,3.708682,-105.027411742282,-105.027411742128,-0.000179836818615213,1626.61030866422,1626.61030865927,0.00401110858806558,89.99986,89.99986,26844.7,0.06015628
13.37021,S,13.37021,1.650851,0,0.3307423,0,0,28.15949,63.77854,0,58.62223,77.59908,3.707784,-104.915605347113,-104.915605346959,-0.000179596647586035,1625.56115263419,1625.56115262925,0.00400931262162986,89.99986,89.99986,26860.95,0.06019638
13.38021,S,13.38021,1.649905,0,0.3308562,0,0,28.15949,63.68092,0,58.62223,77.59444,3.706879,-104.804100948817,-104.804100948664,-0.000179357266680397,1624.51311164813,1624.51311164319,0.00400751904900315,89.99986,89.99986,26877.2,0.06023647
13.39021,S,13.39021,1.648961,0,0.3309698,0,0,28.15949,63.58336,0,58.62223,77.58981,3.705973,-104.692699865242,-104.692699865089,-0.000179117895248663,1623.46618467288,1623.46618466794,0.0040057278700907,89.99986,89.99986,26893.43,0.06027653
13.40021,S,13.40021,1.648018,0,0.3310833,0,0,28.15949,63.48607,0,58.62223,77.58514,3.705062,-104.581598791718,-104.581598791565,-0.000178879211622312,1622.42036870834,1622.4203687034,0.00400393907801446,89.99986,89.99986,26909.66,0.06031658
13.41021,S,13.41021,1.647075,0,0.3311969,0,0,28.15949,63.38895,0,58.62223,77.58045,3.704146,-104.470654677097,-104.470654676944,-0.000178640963795515,1621.37566218492,1621.37566217998,0.00400215266841643,89.99986,89.99986,26925.87,0.06035661
13.42021,S,13.42021,1.646134,0,0.3313104,0,0,28.15949,63.29198,0,58.62223,77.57574,3.703226,-104.359919178735,-104.359919178583,-0.000178403070292704,1620.33206301646,1620.33206301152,0.00400036863775338,89.99986,89.99986,26942.07,0.06039662
13.43021,S,13.43021,1.645193,0,0.3314238,0,0,28.15949,63.1952,0,58.62223,77.57102,3.702303,-104.249382362529,-104.249382362377,-0.000178165569009492,1619.28956921614,1619.2895692112,0.00399858698210311,89.99986,89.99986,26958.27,0.06043662
13.44021,S,13.44021,1.644253,0,0.3315372,0,0,28.15949,63.09861,0,58.62223,77.56625,3.701371,-104.139014426153,-104.139014426001,-0.000177928558474474,1618.24817909516,1618.24817909022,0.00399680769655814,89.99986,89.99986,26974.45,0.06047659
13.45021,S,13.45021,1.643315,0,0.3316504,0,0,28.15949,63.00221,0,58.62223,77.5615,3.700443,-104.028914710684,-104.028914710532,-0.0001776920140555,1617.2078899713,1617.20788996637,0.0039950307764573,89.99986,89.99986,26990.62,0.06051655
13.46021,S,13.46021,1.642377,0,0.3317636,0,0,28.15949,62.90602,0,58.62223,77.55672,3.69951,-103.919101097517,-103.919101097365,-0.000177455996385554,1616.16869898355,1616.16869897862,0.00399325621653311,89.99986,89.99986,27006.78,0.06055649
13.47021,S,13.47021,1.64144,0,0.3318768,0,0,28.15949,62.80997,0,58.62223,77.55191,3.698569,-103.809404706819,-103.809404706668,-0.000177220249669243,1615.13060495969,1615.13060495476,0.00399148401407603,89.99986,89.99986,27022.93,0.06059642
13.48021,S,13.48021,1.640504,0,0.3319899,0,0,28.15949,62.71407,0,58.62223,77.54706,3.697621,-103.699811630843,-103.699811630692,-0.000176984900856873,1614.09360686656,1614.09360686163,0.00398971416510702,89.99986,89.99986,27039.07,0.06063632
13.49021,S,13.49021,1.639569,0,0.3321029,0,0,28.15949,62.61842,0,58.62223,77.54222,3.696676,-103.59059803778,-103.590598037629,-0.000176750093951775,1613.05770090934,1613.05770090441,0.00398794666420701,89.99986,89.99986,27055.2,0.06067621
13.50021,S,13.50021,1.638634,0,0.332216,0,0,28.15949,62.52293,0,58.62223,77.53735,3.695723,-103.481513588117,-103.481513587966,-0.000176515766426187,1612.02288579659,1612.02288579166,0.0039861815065822,89.99986,89.99986,27071.32,0.06071608
13.51021,S,13.51021,1.637701,0,0.3323289,0,0,28.15949,62.42755,0,58.62223,77.53246,3.694768,-103.372598018283,-103.372598018133,-0.000176281615115201,1610.98915983951,1610.98915983458,0.00398441869047045,89.99986,89.99986,27087.43,0.06075593
13.52021,S,13.52021,1.636769,0,0.3324417,0,0,28.15949,62.33237,0,58.62223,77.52754,3.693808,-103.263902985641,-103.263902985491,-0.000176047950762848,1609.95652083274,1609.95652082781,0.00398265821100217,89.99986,89.99986,27103.53,0.06079577
13.53021,S,13.53021,1.635837,0,0.3325545,0,0,28.15949,62.23742,0,58.62223,77.52262,3.692846,-103.155416569261,-103.155416569111,-0.000175814851055134,1608.9249666901,1608.92496668518,0.00398090006253092,89.99986,89.99986,27119.62,0.06083559
13.54021,S,13.54021,1.634907,0,0.3326672,0,0,28.15949,62.14263,0,58.62223,77.51768,3.69188,-103.047152676892,-103.047152676742,-0.000175582164409607,1607.89449518637,1607.89449518145,0.00397914424092607,89.99986,89.99986,27135.7,0.06087539
13.55021,S,13.55021,1.633977,0,0.3327799,0,0,28.15949,62.04802,0,58.62223,77.5127,3.690907,-102.93910534807,-102.939105347921,-0.000175349868088899,1606.8651041559,1606.86510415098,0.00397739074228438,89.99986,89.99986,27151.77,0.06091517
13.56021,S,13.56021,1.633048,0,0.3328926,0,0,28.15949,61.95358,0,58.62223,77.50771,3.689932,-102.831248754117,-102.831248753968,-0.000175118043568577,1605.83679169134,1605.83679168642,0.00397563956188784,89.99986,89.99986,27167.83,0.06095494
13.57022,S,13.57022,1.63212,0,0.3330051,0,0,28.15949,61.85929,0,58.62223,77.50268,3.68895,-102.723535211314,-102.723535211165,-0.000174886452106278,1604.80955636219,1604.80955635727,0.00397389069740587,89.99986,89.99986,27183.88,0.06099468
13.58022,S,13.58022,1.631193,0,0.3331176,0,0,28.15949,61.76519,0,58.62223,77.49766,3.687969,-102.616099823527,-102.616099823378,-0.000174655415814715,1603.78339538689,1603.78339538197,0.00397214414328676,89.99986,89.99986,27199.91,0.06103441
13.59022,S,13.59022,1.630267,0,0.3332301,0,0,28.15949,61.6713,0,58.62223,77.4926,3.68698,-102.508815434175,-102.508815434027,-0.000174424847533978,1602.75830725546,1602.75830725054,0.00397039989485041,89.99986,89.99986,27215.94,0.06107413
13.60022,S,13.60022,1.629342,0,0.3333424,0,0,28.15949,61.57752,0,58.62223,77.48752,3.685988,-102.401715819227,-102.401715819079,-0.000174194569154684,1601.73429012016,1601.73429011524,0.0039686579491978,89.99986,89.99986,27231.96,0.06111382
13.61022,S,13.61022,1.628417,0,0.3334548,0,0,28.15949,61.48397,0,58.62223,77.48243,3.684994,-102.294882438365,-102.294882438217,-0.000173964796681829,1600.71134131864,1600.71134131372,0.00396691830126987,89.99986,89.99986,27247.97,0.0611535
13.62022,S,13.62022,1.627494,0,0.333567,0,0,28.15949,61.39053,0,58.62223,77.47733,3.683996,-102.188116609436,-102.188116609288,-0.000173735262951339,1599.68946017538,1599.68946017047,0.00396518094867919,89.99986,89.99986,27263.96,0.06119316
13.63022,S,13.63022,1.626571,0,0.3336793,0,0,28.15949,61.29736,0,58.62223,77.4722,3.682995,-102.081720329311,-102.081720329164,-0.000173506449237503,1598.66864299491,1598.66864299,0.0039634458842256,89.99986,89.99986,27279.95,0.06123281
13.64022,S,13.64022,1.62565,0,0.3337913,0,0,28.15949,61.20432,0,58.62223,77.46704,3.681987,-101.97546908716,-101.975469087013,-0.000173277917845988,1597.64888832683,1597.64888832192,0.00396171310508587,89.99986,89.99986,27295.93,0.06127243
13.65022,S,13.65022,1.624729,0,0.3339035,0,0,28.15949,61.11142,0,58.62223,77.46187,3.680976,-101.869364869802,-101.869364869655,-0.000173049699093283,1596.6301947009,1596.63019469599,0.00395998260813362,89.99986,89.99986,27311.89,0.06131204
13.66022,S,13.66022,1.623809,0,0.3340155,0,0,28.15949,61.01871,0,58.62223,77.45667,3.67996,-101.763499071029,-101.763499070882,-0.00017282196540443,1595.61255973294,1595.61255972803,0.0039582543885182,89.99986,89.99986,27327.85,0.06135163
13.67022,S,13.67022,1.62289,0,0.3341275,0,0,28.15949,60.92619,0,58.62223,77.45146,3.678943,-101.657800165264,-101.657800165117,-0.000172594665620351,1594.59598175401,1594.5959817491,0.00395652844190057,89.99986,89.99986,27343.79,0.0613912
13.68022,S,13.68022,1.621972,0,0.3342394,0,0,28.15949,60.83381,0,58.62223,77.44623,3.67792,-101.552282060259,-101.552282060113,-0.000172367703107231,1593.58045895611,1593.5804589512,0.00395480476490802,89.99986,89.99986,27359.73,0.06143076
13.69022,S,13.69022,1.621055,0,0.3343512,0,0,28.15949,60.74161,0,58.62223,77.44099,3.676896,-101.447000387017,-101.447000386871,-0.000172141201025814,1592.56598897492,1592.56598897001,0.00395308335293624,89.99986,89.99986,27375.66,0.0614703
13.70022,S,13.70022,1.620138,0,0.334463,0,0,28.15949,60.64964,0,58.62223,77.43571,3.675866,-101.341919382751,-101.341919382605,-0.000171915204850837,1591.55256980374,1591.55256979884,0.00395136420092616,89.99986,89.99986,27391.57,0.06150982
13.71022,S,13.71022,1.619223,0,0.3345747,0,0,28.15949,60.55777,0,58.62223,77.43044,3.674835,-101.237001297851,-101.237001297705,-0.000171689417101733,1590.54019981339,1590.54019980849,0.00394964730679352,89.99986,89.99986,27407.48,0.06154933
13.72022,S,13.72022,1.618308,0,0.3346864,0,0,28.15949,60.46608,0,58.62223,77.42512,3.673796,-101.132301763319,-101.132301763174,-0.000171464116311262,1589.52887681836,1589.52887681346,0.00394793266566873,89.99986,89.99986,27423.37,0.06158882
13.73022,S,13.73022,1.617394,0,0.3347981,0,0,28.15949,60.3746,0,58.62223,77.41979,3.672755,-101.027800910941,-101.027800910796,-0.000171239317637668,1588.51859883183,1588.51859882693,0.00394622027253063,89.99986,89.99986,27439.26,0.06162829
13.74022,S,13.74022,1.616481,0,0.3349097,0,0,28.15949,60.28325,0,58.62223,77.41443,3.671707,-100.923415294213,-100.923415294068,-0.000171014818339421,1587.50936470145,1587.50936469655,0.00394451012438546,89.99986,89.99986,27455.13,0.06166774
13.75022,S,13.75022,1.615569,0,0.3350212,0,0,28.15949,60.19209,0,58.62223,77.40907,3.670659,-100.819311806143,-100.819311805998,-0.000170790768104192,1586.50117160592,1586.50117160102,0.00394280221674259,89.99986,89.99986,27471,0.06170718
13.76022,S,13.76022,1.614658,0,0.3351326,0,0,28.15949,60.10107,0,58.62223,77.40369,3.669608,-100.715401039761,-100.715401039617,-0.000170567053245143,1585.49401761804,1585.49401761314,0.00394109654624826,89.99986,89.99986,27486.85,0.0617466
13.77022,S,13.77022,1.613748,0,0.335244,0,0,28.15949,60.01024,0,58.62223,77.39828,3.668553,-100.611601535386,-100.611601535242,-0.000170343800712577,1584.48790162518,1584.48790162028,0.00393939310827921,89.99986,89.99986,27502.7,0.061786
13.78022,S,13.78022,1.612838,0,0.3353554,0,0,28.15949,59.91959,0,58.62223,77.39287,3.667495,-100.508070251918,-100.508070251774,-0.000170120930925706,1583.48282094513,1583.48282094023,0.00393769189900798,89.99986,89.99986,27518.53,0.06182538
13.79022,S,13.79022,1.61193,0,0.3354666,0,0,28.15949,59.82908,0,58.62223,77.38741,3.666427,-100.404719769211,-100.404719769067,-0.000169898483674926,1582.47877376987,1582.47877376498,0.00393599291420921,89.99986,89.99986,27534.36,0.06186475
13.80022,S,13.80022,1.611022,0,0.3355779,0,0,28.15949,59.73875,0,58.62223,77.38196,3.665363,-100.301514324475,-100.301514324331,-0.000169676413485499,1581.47575864905,1581.47575864416,0.00393429615011228,89.99986,89.99986,27550.17,0.0619041
13.81022,S,13.81022,1.610115,0,0.3356891,0,0,28.15949,59.6486,0,58.62223,77.37648,3.664293,-100.198587034754,-100.198587034611,-0.000169454798043432,1580.4737728011,1580.47377279621,0.00393260160216972,89.99986,89.99986,27565.98,0.06194344
13.82022,S,13.82022,1.609209,0,0.3358002,0,0,28.15949,59.5586,0,58.62223,77.37097,3.663216,-100.095767033397,-100.095767033254,-0.0001692335028193,1579.47281515314,1579.47281514825,0.00393090926717935,89.99986,89.99986,27581.77,0.06198275
13.83022,S,13.83022,1.608304,0,0.3359112,0,0,28.15949,59.46877,0,58.62223,77.36546,3.662139,-99.9931655824085,-99.9931655822657,-0.000169012613078231,1578.47288351967,1578.47288351478,0.00392921914108634,89.99986,89.99986,27597.56,0.06202206
13.84022,S,13.84022,1.607399,0,0.3360223,0,0,28.15949,59.37911,0,58.62223,77.35992,3.661056,-99.8907548662876,-99.890754866145,-0.000168792204611452,1577.47397599334,1577.47397598845,0.00392753121907795,89.99986,89.99986,27613.33,0.06206134
13.85022,S,13.85022,1.606496,0,0.3361332,0,0,28.15949,59.28962,0,58.62223,77.35436,3.659971,-99.7885338916236,-99.7885338914812,-0.000168572070887871,1576.47609067673,1576.47609067184,0.00392584549840675,89.99986,89.99986,27629.1,0.06210061
13.86022,S,13.86022,1.605593,0,0.3362442,0,0,28.15949,59.20028,0,58.62223,77.34877,3.658879,-99.6864927243086,-99.6864927241664,-0.000168352386227308,1575.47922577177,1575.47922576688,0.00392416197458211,89.99986,89.99986,27644.85,0.06213986
13.87022,S,13.87022,1.604692,0,0.3363549,0,0,28.15949,59.1111,0,58.62223,77.34319,3.657787,-99.5846353379858,-99.5846353378438,-0.000168133069154196,1574.48337944065,1574.48337943576,0.00392248064392815,89.99986,89.99986,27660.6,0.06217909
13.88022,S,13.88022,1.603791,0,0.3364657,0,0,28.15949,59.02209,0,58.62223,77.33758,3.656692,-99.4829726601735,-99.4829726600318,-0.00016791416514327,1573.48854973628,1573.4885497314,0.00392080150231425,89.99986,89.99986,27676.33,0.06221831
13.89022,S,13.89022,1.60289,0,0.3365766,0,0,28.15949,58.93327,0,58.62223,77.33193,3.655589,-99.3815205854442,-99.3815205853027,-0.000167695719669267,1572.49473455264,1572.49473454776,0.00391912454515504,89.99986,89.99986,27692.05,0.06225751
13.90022,S,13.90022,1.601991,0,0.3366872,0,0,28.15949,58.84461,0,58.62223,77.32629,3.654487,-99.2802463312425,-99.2802463311012,-0.000167477613361003,1571.50193211152,1571.50193210664,0.00391744976905886,89.99986,89.99986,27707.77,0.06229669
13.91022,S,13.91022,1.601093,0,0.3367978,0,0,28.15949,58.75608,0,58.62223,77.32063,3.653379,-99.1791340029959,-99.1791340028549,-0.000167259863271506,1570.51014079366,1570.51014078878,0.00391577717046353,89.99986,89.99986,27723.47,0.06233586
13.92022,S,13.92022,1.600195,0,0.3369084,0,0,28.15949,58.66775,0,58.62223,77.31493,3.652267,-99.0782392317078,-99.078239231567,-0.000167042564139809,1569.51935842349,1569.51935841861,0.00391410674485947,89.99986,89.99986,27739.17,0.06237501
13.93022,S,13.93022,1.599298,0,0.337019,0,0,28.15949,58.57956,0,58.62223,77.30924,3.651155,-98.9775043995533,-98.9775043994127,-0.000166825604173851,1568.52958340162,1568.52958339674,0.00391243848885502,89.99986,89.99986,27754.86,0.06241414
13.94022,S,13.94022,1.598403,0,0.3371293,0,0,28.15949,58.49149,0,58.62223,77.30351,3.650036,-98.8769066580849,-98.8769066579445,-0.000166608913266749,1567.54081435714,1567.54081435226,0.00391077239975959,89.99986,89.99986,27770.53,0.06245326
13.95022,S,13.95022,1.597507,0,0.3372399,0,0,28.15949,58.40366,0,58.62223,77.29778,3.648915,-98.7765960123286,-98.7765960121884,-0.00016639285142683,1566.5530484191,1566.55304841422,0.00390910847128251,89.99986,89.99986,27786.2,0.06249236
13.96022,S,13.96022,1.596613,0,0.3373502,0,0,28.15949,58.31595,0,58.62223,77.29202,3.647789,-98.676410536329,-98.6764105361891,-0.000166177066224889,1565.56628433579,1565.56628433091,0.0039074467006574,89.99986,89.99986,27801.85,0.06253144
13.97022,S,13.97022,1.59572,0,0.3374605,0,0,28.15949,58.22841,0,58.62223,77.28625,3.646662,-98.5764217556617,-98.576421755522,-0.000165961629662591,1564.58052014027,1564.58052013539,0.00390578708439787,89.99986,89.99986,27817.5,0.0625705
13.98022,S,13.98022,1.594827,0,0.3375708,0,0,28.15949,58.14103,0,58.62223,77.28046,3.645531,-98.4766217230404,-98.4766217229009,-0.000165746617531163,1563.59575394504,1563.59575394017,0.00390412961825961,89.99986,89.99986,27833.14,0.06260955
13.99022,S,13.99022,1.593936,0,0.3376809,0,0,28.15949,58.05378,0,58.62223,77.27463,3.644392,-98.3769518272296,-98.3769518270904,-0.000165531868774249,1562.61198444876,1562.61198444389,0.00390247429960887,89.99986,89.99986,27848.76,0.06264859
14.00023,S,14.00023,1.593045,0,0.3377911,0,0,28.15949,57.96673,0,58.62223,77.26881,3.643255,-98.2775292907004,-98.2775292905613,-0.000165317667608949,1561.62920917782,1561.62920917295,0.00390082112296973,89.99986,89.99986,27864.38,0.06268761
14.01023,S,14.01023,1.592155,0,0.3379011,0,0,28.15949,57.87982,0,58.62223,77.26296,3.642113,-98.1782627196616,-98.1782627195228,-0.000165103788556363,1560.64742657257,1560.6474265677,0.00389917008512107,89.99986,89.99986,27879.99,0.0627266
14.02023,S,14.02023,1.591266,0,0.3380112,0,0,28.15949,57.79307,0,58.62223,77.25711,3.64097,-98.0791809230259,-98.0791809228873,-0.000164890265722542,1559.66663478526,1559.66663478039,0.0038975211825007,89.99986,89.99986,27895.58,0.06276558
14.03023,S,14.03023,1.590377,0,0.3381212,0,0,28.15949,57.70651,0,58.62223,77.25122,3.639819,-97.9803087360623,-97.9803087359239,-0.000164677214689109,1558.6868317198,1558.68683171493,0.00389587441039062,89.99986,89.99986,27911.17,0.06280455
14.04023,S,14.04023,1.58949,0,0.3382311,0,0,28.15949,57.62007,0,58.62223,77.24533,3.638668,-97.8815646990878,-97.8815646989496,-0.000164464421345848,1557.70801609469,1557.70801608982,0.00389422976621392,89.99986,89.99986,27926.75,0.0628435
14.05023,S,14.05023,1.588603,0,0.338341,0,0,28.15949,57.5338,0,58.62223,77.2394,3.63751,-97.7830362322501,-97.7830362321122,-0.00016425206380214,1556.73018575423,1556.73018574936,0.00389258724561261,89.99986,89.99986,27942.31,0.06288244
14.06023,S,14.06023,1.587717,0,0.3384509,0,0,28.15949,57.44771,0,58.62223,77.23349,3.636354,-97.6846955200476,-97.6846955199099,-0.0001640401212154,1555.75333882087,1555.753338816,0.00389094684443712,89.99986,89.99986,27957.87,0.06292135
14.07023,S,14.07023,1.586831,0,0.3385608,0,0,28.15949,57.36177,0,58.62223,77.22752,3.635187,-97.5865306415511,-97.5865306414136,-0.000163828534847426,1554.77747353626,1554.7774735314,0.00388930855912526,89.99986,89.99986,27973.42,0.06296025
